,english_translation,label
50677,god my god ,1
50678,god ,1
50679,in order to since ,1
50680,since water permitted forbidden was ,0
50681,,1
50682,anger since after and tunisia ,1
50683,god ,1
50684,since foot ,0
50685,since ,1
50686,tunisia ,0
50687,limit water ,1
50688,beside tunisia tunisia ,0
50689,my god ,1
50690,since since ,0
50691,water ,1
50692,and ,1
50693,,1
50694,since ,1
50695,god ,1
50696,since day ,1
50697,water my god ,1
50698,me in order to and water beside water eat cat water limit ,0
50699,was ,0
50700,since ,1
50701,,1
50702,laughing pain ,1
50703,god blind ,1
50704,beside ,0
50705,was since ,1
50706,tunisia look since was ,0
50707,water what tunisia ,1
50708,god my god ,1
50709,,0
50710,since ,1
50711,,0
50712,was ,1
50713,since ,1
50714,in order to ,0
50715,,1
50716,god ,1
50717,my god defend blood ,0
50718,,1
50719,god bread ,1
50720,my brother my god ,1
50721,bread water water was was tunisia water was cat skin camel count ,0
50722,people rent since water here harm water ,0
50723,my god ,1
50724,water was command water heart since and ,0
50725,god god my god ,1
50726,water beside dinner ,1
50727,laughing in order to ,1
50728,,1
50729,woman ,1
50730,since water ,1
50731,count ,1
50732,,1
50733,,1
50734,god ,1
50735,can in order to god my god my god water water why spread ,0
50736,beside beside go down defend beside tunisia ,0
50737,laughing ,1
50738,,1
50739,,1
50740,,1
50741,my god ,1
50742,my god ,1
50743,since ,1
50744,,1
50745,god ,1
50746,,1
50747,,1
50748,,1
50749,thanks since since ,0
50750,,1
50751,my god ,1
50752,my brother ,1
50753,my brother ,1
50754,me ,1
50755,act tunisia ,0
50756,god my god ,0
50757,since to ,1
50758,tunisia ,1
50759,,1
50760,,1
50761,thanks ,1
50762,,1
50763,,1
50764,,1
50765,god since since heart my god and ,0
50766,cat laughing since water why people cat ,0
50767,,1
50768,,1
50769,beside ,1
50770,upstairs ,1
50771,,1
50772,since ,1
50773,me rational ,1
50774,,1
50775,harm god ,1
50776,god ,0
50777,,1
50778,,1
50779,water ,1
50780,cat in order to since cat since cat cat me ,0
50781,,1
50782,since tunisia since ,0
50783,why ,0
50784,laughing ,1
50785,and ,1
50786,,1
50787,,1
50788,,1
50789,god ,1
50790,was water ,0
50791,my god ,1
50792,water and and tunisia ,0
50793,was ugly and hell was and ,0
50794,tunisia ,1
50795,my god ,1
50796,,1
50797,my god my brother ,1
50798,water accept since ,0
50799,laughing ,1
50800,what since ,1
50801,my god ,1
50802,,1
50803,laughing ,1
50804,else ,0
50805,since ,0
50806,,1
50807,man cat ,1
50808,book and in order to follow role ,0
50809,,1
50810,water ,1
50811,god beside since was ,0
50812,water kill river cat in order to ,0
50813,water me muslim rational ,0
50814,since kill god god kill hand since since ,0
50815,in order to water after cat ,0
50816,judge was since god god ,0
50817,me ,0
50818,me silver ,0
50819,since god was water since and kill ,0
50820,since kill god since god after god god god ,0
50821,,0
50822,since back and ,0
50823,since was ,0
50824,,0
50825,water better cat breath water cat in order to news beside count ,0
50826,in order to beside and and people cat limit in order to water people ,0
50827,god ,1
50828,my god ,1
50829,beside my god god ,1
50830,laughing tunisia and ,1
50831,,1
50832,sweet fine ,1
50833,accept ,1
50834,god my god ,1
50835,god my god ,1
50836,,1
50837,water doubt people ,1
50838,tunisia bone since ,0
50839,and ,1
50840,and tunisia since to ,1
50841,god my god ,1
50842,,1
50843,,1
50844,,1
50845,my god since water ,1
50846,,1
50847,still ,1
50848,since type ,1
50849,,1
50850,god ,1
50851,laughing my god below ,1
50852,,1
50853,my god ,1
50854,double country ,0
50855,,1
50856,,1
50857,me ,1
50858,since since ,0
50859,tunisia tunisia ,1
50860,god ,1
50861,head ,1
50862,me ,1
50863,laughing better ,1
50864,tunisia ,1
50865,,1
50866,god my god better since ,0
50867,god my god god my god god since since me me since ,1
50868,god ,0
50869,,1
50870,god ,1
50871,laughing ,1
50872,,1
50873,since beside ,1
50874,since ,0
50875,water water me ,0
50876,god me ,0
50877,water still sword ,0
50878,my god ,1
50879,my brother since ,0
50880,,1
50881,clause ,0
50882,god god my god to comb ,1
50883,water ,0
50884,,1
50885,office bare and was since ,0
50886,accept since swim water ,0
50887,,1
50888,god my god ,1
50889,,1
50890,my brother cat ,0
50891,cat dates double ,0
50892,since cat ,0
50893,water god my god ,0
50894,god ,1
50895,cat water water was ,1
50896,bread ,1
50897,my god forbidden ,0
50898,since ,1
50899,,1
50900,go down tunisia ,1
50901,since god count ,0
50902,why ,1
50903,tunisia beside and limit and tunisia ,0
50904,cat ,1
50905,since since bone interfere sword ,0
50906,,1
50907,since ,1
50908,my god since ,1
50909,since by and since ,0
50910,god my god ,1
50911,bite ,1
50912,since god accept ,0
50913,thanks ,1
50914,why and people ,0
50915,since ,0
50916,count beside since ,1
50917,beside count beside ,1
50918,,1
50919,god my god god ,1
50920,less beside since accept and write ,0
50921,what water ,0
50922,,1
50923,god my god ,1
50924,sell ,1
50925,day my god ,1
50926,laughing ,1
50927,,1
50928,since since foot since and since accept ,0
50929,after water water creation god ,0
50930,god my god my brother ,1
50931,my god ,1
50932,was was dad ,1
50933,want water ,1
50934,,1
50935,laughing ,1
50936,,1
50937,people ,1
50938,god me since since ,0
50939,,1
50940,god ,1
50941,and water ,0
50942,accept water may ,1
50943,water god ,1
50944,my god ,1
50945,beside was tunisia ,0
50946,,1
50947,my god in order to what in order to since in order to since cat in order to ,0
50948,was man water water additional water heart ,0
50949,my god my brother ,1
50950,die else may ,1
50951,tunisia and ,0
50952,reject tunisia ,0
50953,god my god god ,1
50954,,1
50955,god my god protect since ,1
50956,tunisia and ,0
50957,well-known ,1
50958,foot ,1
50959,germany since accept head income germany cat in order to ,0
50960,,1
50961,,1
50962,was my god in order to why god ,0
50963,,1
50964,beside water additional god and ,1
50965,tunisia ,0
50966,go down since ensure ,0
50967,since go down go down ,0
50968,since count ,0
50969,,1
50970,,1
50971,laughing ,1
50972,,1
50973,month may die yesterday tunisia ,1
50974,day since in order to ,0
50975,,1
50976,literature since ,1
50977,,1
50978,my god ,1
50979,god good ,1
50980,thanks ,1
50981,,1
50982,,1
50983,support since tunisia ,0
50984,god my god ,1
50985,water since ,1
50986,,1
50987,,1
50988,god since and harm ,0
50989,was ,1
50990,water doubt ,1
50991,,1
50992,,1
50993,my god ,1
50994,breath since since after succeed whole ,0
50995,god good ,1
50996,command and was ,0
50997,still water laughing ,1
50998,girl ,1
50999,was ,0
51000,in order to ,0
51001,my god my god god my god ,1
51002,,0
51003,beside ,1
51004,tunisia ,1
51005,,1
51006,god water hand ,0
51007,water since was limit in order to ,0
51008,laughing god my god god ,1
51009,tongue since build tunisia ,0
51010,,1
51011,,1
51012,limit my god ,0
51013,and ,1
51014,,1
51015,day water ,0
51016,beside god ,0
51017,girl since meat and in order to vein factory in order to ,0
51018,tunisia and and tunisia ,0
51019,my god ,1
51020,,1
51021,beside water since ,1
51022,,1
51023,,1
51024,why me in order to count whole beside water since water fund since ,0
51025,beside ,1
51026,,0
51027,,1
51028,,0
51029,in order to vein after vein tunisia ,1
51030,,1
51031,cat ,0
51032,god my god protect protect since and ,1
51033,laughing water ,1
51034,,0
51035,laughing ,1
51036,water was count my god ,1
51037,,1
51038,my god since and ,1
51039,tunisia my god ,1
51040,million water accept accept ,0
51041,and and ,1
51042,in order to water limit me beside me was water water ,0
51043,god ,1
51044,,1
51045,beside ,1
51046,still ,0
51047,my god security ,1
51048,risk was ,0
51049,cat ,0
51050,limit count beside ,0
51051,,1
51052,defend country cat water ,0
51053,my god water creation ,1
51054,defend cat ,1
51055,why beside ,1
51056,impose limit limit ,1
51057,dictate ,1
51058,live cat me colour ,0
51059,what ,1
51060,laughing god water ,1
51061,still ,1
51062,still ,1
51063,why why ,1
51064,still else ,1
51065,,1
51066,my brother after water my brother ,0
51067,water ,1
51068,beside god tunisia ,1
51069,laughing god my god ,1
51070,,1
51071,god god my god ,1
51072,girl country tunisia since whole since water tunisia was ,0
51073,country ,1
51074,since and appear since ,0
51075,god ,1
51076,cat ,1
51077,laughing ,1
51078,,1
51079,beside prince ,1
51080,harm ,1
51081,,1
51082,what ,1
51083,,1
51084,tunisia water forbidden ,0
51085,better water ,1
51086,and was was ,0
51087,beside and judge and and and after ,0
51088,,1
51089,,1
51090,water water water ,1
51091,my god limit ,1
51092,,1
51093,,1
51094,water ,1
51095,,1
51096,,1
51097,,0
51098,,1
51099,since ,1
51100,my god ,1
51101,,1
51102,age tunisia ,1
51103,,1
51104,laughing god ,1
51105,,1
51106,since water god can god ,0
51107,laughing ,1
51108,since ,1
51109,,1
51110,laughing bring my god camel ,1
51111,,1
51112,laughing ,1
51113,,1
51114,what ,1
51115,and water since water tunisia ,0
51116,since after was my god water water water in order to water was ,0
51117,god was god god since since ,0
51118,god god since god since else since go out ,0
51119,god was in order to since less since harm and water since harm ,0
51120,,1
51121,laughing ,1
51122,me limit ,0
51123,seller alcohol ,0
51124,tunisia income since smoke ,0
51125,tunisia since tunisia ,0
51126,since since hand ,0
51127,since and permitted and sense since ,0
51128,was water since count smoke sense ,0
51129,and since ,0
51130,my god god my god ,1
51131,country cat men ,0
51132,since was was god after ,0
51133,,1
51134,and water was ,0
51135,,1
51136,,1
51137,laughing ,1
51138,god ,1
51139,god god my god my god since since ,1
51140,laughing ,1
51141,,1
51142,,1
51143,,1
51144,god my god my god swim ,1
51145,god my god god my god ,0
51146,dates ,1
51147,,0
51148,whole hear accept die hand since ,0
51149,,1
51150,,1
51151,was alcohol since here here god ,0
51152,,1
51153,tunisia god my god since day since ,0
51154,people my god rent ,0
51155,,1
51156,day act since since bite beside tunisia ,0
51157,god my god god ,1
51158,,1
51159,,1
51160,tiger was ,1
51161,risk germany ,0
51162,,1
51163,god god ,1
51164,accept was water and and was fear was accept water since ,0
51165,still what god ,0
51166,tunisia ,1
51167,was after ,1
51168,,1
51169,,1
51170,less god my god water was water god my god and ,1
51171,in order to ,0
51172,permit ,1
51173,girl god ,1
51174,,1
51175,,1
51176,my god in order to ,1
51177,bite tunisia ,0
51178,god god my god ,1
51179,and and after absence blood since kill and head accept tunisia ,0
51180,,1
51181,,1
51182,laughing ,1
51183,,1
51184,me my god god since and ,0
51185,since why ,1
51186,laughing was ,1
51187,,1
51188,act why water ,0
51189,god ,1
51190,and and water ,0
51191,,1
51192,and and ,0
51193,,1
51194,accept god my god and and ,0
51195,apparent god ,1
51196,,1
51197,my god ,1
51198,,1
51199,since accept water after after and ,0
51200,since since ,1
51201,,1
51202,beside ,1
51203,beside laughing ,1
51204,in order to ,1
51205,cat ,1
51206,,1
51207,,1
51208,million and thousand resident ,1
51209,,1
51210,,1
51211,,1
51212,tunisia ,1
51213,god and in order to fund tunisia ,0
51214,,1
51215,,1
51216,god ,1
51217,,1
51218,,1
51219,laughing ,1
51220,,1
51221,,1
51222,since ,1
51223,why forbidden ,1
51224,and and people thousand and people million tunisia ,0
51225,tunisia ,1
51226,my brother my god ,1
51227,outside dictate beside ,1
51228,open ,1
51229,,1
51230,,1
51231,since since ,0
51232,,1
51233,country country tunisia ,0
51234,proverb since since since ,0
51235,and god ,1
51236,my god what water ,0
51237,since since since and since and since since collect and ,0
51238,my god ,0
51239,cat tunisia ,1
51240,since accept god ,0
51241,me me and since since ,0
51242,since accept tunisia ,1
51243,better ,1
51244,was else ,1
51245,was income find begin ,0
51246,,1
51247,water ,1
51248,,1
51249,water write satisfy accept beside tunisia ,0
51250,god my god ,1
51251,,1
51252,god my god ,1
51253,thanks since ,1
51254,my god ,1
51255,,1
51256,god god my god and ,1
51257,god ,0
51258,god my god ,1
51259,,1
51260,,1
51261,god ,1
51262,,1
51263,,1
51264,god protect water god my god water since tunisia ,0
51265,,1
51266,,0
51267,,1
51268,,1
51269,god my god ,1
51270,god my god ,1
51271,act people and facebook ,0
51272,god my god god my god ,1
51273,thanks ,1
51274,,1
51275,and tunisia ,0
51276,god ,0
51277,breath since since since tunisia ,0
51278,after god harm less since god god ,0
51279,,1
51280,exceed in order to ,1
51281,,1
51282,since ,0
51283,my god ,1
51284,branch ,0
51285,,1
51286,my god water my god my god and mom my god ,0
51287,god my god ,1
51288,my god ,1
51289,,1
51290,,1
51291,since ,0
51292,absent ,0
51293,,1
51294,,1
51295,since tunisia god tunisia ,0
51296,,1
51297,water in order to water ,0
51298,since ,1
51299,laughing ,1
51300,interfere since tunisia ,1
51301,laughing ,1
51302,tunisia since ,0
51303,since tunisia ,0
51304,,1
51305,computing billion since ,1
51306,since water ,0
51307,since since vein ,0
51308,tunisia ,1
51309,since ,1
51310,,1
51311,men ,1
51312,men and ,0
51313,harm water water and ,0
51314,outside tunisia men since men since billion ,0
51315,after ,0
51316,god god god ,1
51317,weapon ,0
51318,,1
51319,breath ,0
51320,doubt ,1
51321,water ,1
51322,since ,1
51323,proverb beside why cat ,0
51324,why water ,0
51325,beside me oud ,0
51326,god ,0
51327,why ,1
51328,since ,0
51329,and and copy tunisia ,0
51330,,1
51331,,1
51332,pain ,1
51333,accept water was swim accept water was ,0
51334,god ,0
51335,accept was and god die water live water ,0
51336,man man water god water ,0
51337,want inspire since head ,0
51338,cat age cat role water absence since ,0
51339,my god god ,1
51340,shop ,1
51341,live since ,1
51342,since ,0
51343,my god swim good ,1
51344,,1
51345,god ,1
51346,,0
51347,water tunisia ,1
51348,laughing ,1
51349,breath ,1
51350,,0
51351,tunisia ,1
51352,,1
51353,in order to ,0
51354,since income ,0
51355,and my god ,0
51356,sell impose fund since after fund since and and ,0
51357,sell and since cat breath ,0
51358,and in order to and and beside impose ,0
51359,less and was since betray below ceiling since count ,0
51360,,1
51361,,1
51362,,1
51363,god breath tunisia ,1
51364,,1
51365,after water after after and and tunisia ,0
51366,,0
51367,my god laughing ,1
51368,,1
51369,water doubt cat else laughing ,0
51370,water smoke appear since ,0
51371,cat was water limit here in order to ,0
51372,since since since since and since ,0
51373,was since ,1
51374,since ,1
51375,day god god in order to ,1
51376,,1
51377,god ,1
51378,since ,1
51379,water was and water was ,0
51380,head whole ,1
51381,impose tunisia tell and shame since tunisia ,0
51382,,1
51383,cat ,1
51384,since and ,0
51385,,1
51386,water kiss ,1
51387,,1
51388,ugly ,1
51389,tunisia ,1
51390,my god water accept since less ,0
51391,smoke cat ,0
51392,,1
51393,smoke me god ,1
51394,god blind exceed since god else muslim since ,0
51395,why god god ,1
51396,and ,1
51397,laughing ,1
51398,,1
51399,since ,1
51400,water and ,1
51401,since tunisia ,1
51402,laughing ,1
51403,head ,1
51404,else since in order to lie water limit ,0
51405,swim good ,1
51406,tell count ,1
51407,,1
51408,,1
51409,tell since ,1
51410,and since since fox water ,0
51411,laughing ,1
51412,since swim and and ,0
51413,since water tunisia ,1
51414,,1
51415,laughing ,1
51416,was since since ,0
51417,,1
51418,good ,1
51419,was ,0
51420,,1
51421,my god harm since and foot bone water ,0
51422,my god ,1
51423,after limit water ,1
51424,laughing ,1
51425,beside ,1
51426,laughing ,1
51427,me and ,0
51428,god my god ,1
51429,,1
51430,my god god ,1
51431,my brother my god god my god water ,1
51432,god ,0
51433,head ,1
51434,laughing ,1
51435,project successful ,1
51436,,1
51437,,1
51438,,1
51439,since laughing ,1
51440,,1
51441,after since tunisia ,0
51442,water harm ,1
51443,harm tell burn tell since else since accept lie people god since ,0
51444,god my god god my god ,1
51445,god my god ,1
51446,,1
51447,laughing god ,1
51448,my god ,1
51449,and since since ,0
51450,god ,1
51451,me laughing ,1
51452,god ,1
51453,god since god after ,0
51454,,1
51455,me since and and permitted ,0
51456,,1
51457,god my god god swim good god ,1
51458,,1
51459,god since door my god ,1
51460,,1
51461,my god ,1
51462,since permitted since ,0
51463,god my god after was me ,0
51464,god water since tunisia ,1
51465,god my god ,1
51466,and ,1
51467,,1
51468,,1
51469,in order to ,1
51470,since ,1
51471,,1
51472,accept god swim good since door ,1
51473,swim good ,1
51474,,1
51475,people cat water cat since my god ,0
51476,since since smoke ,0
51477,swim good ,1
51478,swim good ,1
51479,,1
51480,god ,1
51481,,1
51482,god still in order to ,1
51483,god ,1
51484,water tunisia ,1
51485,swim good country ,1
51486,,1
51487,god ,0
51488,god my god ,1
51489,my god ,0
51490,,1
51491,,1
51492,god ,1
51493,my god ,1
51494,thousand soul after god tunisia ,0
51495,thanks god ,1
51496,my brother my god swim good ,1
51497,tunisia ,1
51498,swim good ,1
51499,since god since day ,1
51500,role less since ,1
51501,my god additional ,0
51502,my god swim good ,1
51503,swim good ,1
51504,swim good ,1
51505,my brother ,1
51506,laughing ,1
51507,my brother my god ,1
51508,god my god ,1
51509,fine since ,1
51510,god my god ,1
51511,laughing ,1
51512,god people and god ,0
51513,my god better ,0
51514,,1
51515,swim good god country ,1
51516,water in order to since harm water size tunisia god ,0
51517,since whole ,0
51518,god country god ,1
51519,cat breath ,1
51520,beside since foot outside ,0
51521,,1
51522,water since dates since ,0
51523,swim good ,1
51524,swim good ,1
51525,laughing god god ,1
51526,swim good ,1
51527,my god ,1
51528,god swim good ,1
51529,,1
51530,laughing ,1
51531,my god ,1
51532,swim good ,1
51533,swim good ,1
51534,,1
51535,laughing ,1
51536,since ,1
51537,,1
51538,water was swim good ,1
51539,swim good ,1
51540,swim good ,1
51541,,1
51542,,1
51543,my god my brother swim good ,1
51544,my god swim good ,1
51545,swim good ,1
51546,swim good ,1
51547,beside tunisia ,1
51548,god swim good god beside laughing ,1
51549,god swim good ,1
51550,god my god ,1
51551,,1
51552,,1
51553,swim good tunisia ,1
51554,laughing ,1
51555,,1
51556,my god ,1
51557,god god swim good ,1
51558,,1
51559,god swim good ,1
51560,my god god ,1
51561,since ,1
51562,swim good ,1
51563,god month god water and tunisia ,0
51564,my god ,1
51565,my god swim ,1
51566,swim good ,1
51567,,1
51568,water tunisia ,1
51569,whole ,1
51570,swim good ,1
51571,swim good ,1
51572,me in order to since risk ,0
51573,,1
51574,was water ,1
51575,laughing ,1
51576,god swim good ,1
51577,,1
51578,my brother my god god swim good ,1
51579,my god ,1
51580,god god god my god god my god ,1
51581,,1
51582,swim good ,1
51583,since since ,1
51584,was ,1
51585,swim good ,1
51586,was water ,1
51587,,1
51588,since laughing ,1
51589,,1
51590,god my god my brother god swim good ,1
51591,and god ,1
51592,swim good ,1
51593,god ,1
51594,god ,1
